opabbrev,opname,optype,datasource,count
Non-public,Friends of Historic New Utrecht,Non-public,dcla_culturalinstitutions,1
Non-public,"Fannwood Estates, Llc",Non-public,dca_operatingbusinesses,1
Non-public,Transfiguration School,Non-public,dohmh_daycare,1
Non-public,"Polyhymnia Music Foundation, Inc.",Non-public,dcla_culturalinstitutions,1
Non-public,"Kathak Ensemble & Friends Caravan, Inc.",Non-public,dcla_culturalinstitutions,1
Non-public,Susan Wagner Day School,Non-public,doe_universalprek,1
Non-public,Mesivta Yesodei Yeshurun,Non-public,nysed_activeinstitutions,1
Non-public,"Bhc Car Park, Llc",Non-public,dca_operatingbusinesses,1
Non-public,Ultimate Express Collision Inc.,Non-public,dca_operatingbusinesses,1
Non-public,"Voyage Theater Company, Inc.",Non-public,dcla_culturalinstitutions,1
Non-public,"Chinese Theatre Works, Inc.",Non-public,dcla_culturalinstitutions,1
Non-public,B & M Electronic Diagnostic Repair Service Inc,Non-public,dca_operatingbusinesses,1
Non-public,Al-Ber Inc.,Non-public,dohmh_daycare,1
Non-public,Lm Wolverine Parking Llc.,Non-public,dca_operatingbusinesses,1
Non-public,Richmond Terrace,Non-public,nysed_activeinstitutions,1
Non-public,Ocean Village Community Center,Non-public,nysed_activeinstitutions,1
Non-public,Educational Alliance Head Start At Ps 064,Non-public,nysed_activeinstitutions,1
Non-public,Jyd Towing Llc,Non-public,dca_operatingbusinesses,1
Non-public,West 46 St Garage Llc,Non-public,dca_operatingbusinesses,2
Non-public,345 Sheffield Parking Llc,Non-public,dca_operatingbusinesses,1
Non-public,Checkmate Automotive Corp,Non-public,dca_operatingbusinesses,1
Non-public,The Ukrainian Museum,Non-public,nysed_activeinstitutions,1
Non-public,Fresh Squeezed Opera Company,Non-public,dcla_culturalinstitutions,1
Non-public,Solomon Institute Corporation,Non-public,dohmh_daycare,1
Non-public,P025r At Ame Zion Church,Non-public,nysed_activeinstitutions,1
Non-public,Island Rehabilitative Services Corp,Non-public,nysdoh_healthfacilities,2
Non-public,Lm Powerhouse Garage Llc,Non-public,dca_operatingbusinesses,1
Non-public,Lewis H. Latimer Gardens,Non-public,nysed_activeinstitutions,1
Non-public,"Hair Academy, Inc",Non-public,nysed_activeinstitutions,1
Non-public,Caribbean American Youth,Non-public,nysed_activeinstitutions,1
Non-public,Multicultural Youth Arts Program,Non-public,dcla_culturalinstitutions,1
Non-public,Usda-Ceo P138m At 47 Asl & Eng Sch,Non-public,nysed_activeinstitutions,1
Non-public,62 Mulberry Parking Corp,Non-public,dca_operatingbusinesses,1
Non-public,"Hyper Island Program, Llc",Non-public,nysed_activeinstitutions,1
Non-public,Ps 368 At Brooklyns Childrens Center,Non-public,nysed_activeinstitutions,1
Non-public,"Cortelyou Early Childhood Center, Inc.",Non-public,dohmh_daycare,2
Non-public,Diamond Garage Inc.,Non-public,dca_operatingbusinesses,1
Non-public,Nuestros Ninos DCC II,Non-public,doe_universalprek,1
Non-public,Park Avenue Parking Corp.,Non-public,dca_operatingbusinesses,1
Non-public,Bishop Sexton,Non-public,doe_universalprek,1
Non-public,Wakefield Grace Umc,Non-public,nysed_activeinstitutions,1
Non-public,"Fiction, Inc.",Non-public,dcla_culturalinstitutions,1
Non-public,109-23 Owners Corp,Non-public,dca_operatingbusinesses,1
Non-public,Leesel Transportation Corp (B2192),Non-public,doe_busroutesgarages,4
Non-public,Sylvia Klein Child Care Center,Non-public,doe_universalprek,1
Non-public,Yeshiva Darchei Torah,Non-public,nysed_activeinstitutions,1
Non-public,Georgia L. Mcmurray Bat Kids Center,Non-public,doe_universalprek,1
Non-public,The Floating Hospital Inc.,Non-public,nysomh_mentalhealth,1
Non-public,Robert Roscelli,Non-public,nysdec_solidwaste,1
Non-public,Love Gospel Assembly,Non-public,nysed_activeinstitutions,1
Non-public,"Bright Horizons Children'S Centers, Llc.",Non-public,dohmh_daycare,3
Non-public,The Nightingale Bamford School,Non-public,dohmh_daycare,1
Non-public,Whitestone Transportation Inc.,Non-public,dca_operatingbusinesses,1
Non-public,Nycha Grant (3),Non-public,nysed_activeinstitutions,1
Non-public,First Step Evaluation Inc,Non-public,nysed_activeinstitutions,1
Non-public,Imagine Early Learning Center,Non-public,doe_universalprek,1
Non-public,Kiddie Academy of Staten Island-Great Kills,Non-public,doe_universalprek,1
Non-public,Urban Upbound- LIC,Non-public,foodbankny_foodbanks,1
Non-public,"Mabou Mines Development Foundation, Inc.",Non-public,dcla_culturalinstitutions,1
Non-public,Silver Towers Garage Llc,Non-public,dca_operatingbusinesses,1
Non-public,Brooklyn Heights Enrichment,Non-public,nysed_activeinstitutions,1
Non-public,"Triangle Towing And Recovery, Inc.",Non-public,dca_operatingbusinesses,1
Non-public,Grace United Methodist Church,Non-public,dohmh_daycare,1
Non-public,Neighborhood Care Team Inc.,Non-public,nysomh_mentalhealth,1
Non-public,"Hands On Sign Interpreted Performances, Inc.",Non-public,dcla_culturalinstitutions,1
Non-public,Mango'S Place Day Care Corp.,Non-public,dohmh_daycare,1
Non-public,21 East 12th Street Garage Corp.,Non-public,dca_operatingbusinesses,1
Non-public,"Tung Ching Chinese Center for the Arts, Inc.",Non-public,dcla_culturalinstitutions,1
Non-public,Manhattan Career Institute,Non-public,nysed_activeinstitutions,1
Non-public,Success Academy Charter School - Cobble Hill,Non-public,doe_lcgms,1
Non-public,Grand Auto Repairs Corp,Non-public,dca_operatingbusinesses,1
Non-public,"Point Metal, Inc.",Non-public,dca_operatingbusinesses,1
Non-public,Salmagundi Club,Non-public,dcla_culturalinstitutions,1
Non-public,International Towing Inc,Non-public,dca_operatingbusinesses,1
Non-public,"St. Ann's Warehouse, Inc.",Non-public,dcla_culturalinstitutions,1
Non-public,Fort George Head Start Center # 1,Non-public,doe_universalprek,1
Non-public,"Brooklyn Section National Council Of Jewish Women,",Non-public,dfta_contracts,1
Non-public,John Battaglia,Non-public,dca_operatingbusinesses,1
Non-public,The Christopher School,Non-public,nysed_activeinstitutions,1
Non-public,Cathedral Preparatory School And Seminary,Non-public,nysed_activeinstitutions,1
Non-public,World Foundation for Music and Healing,Non-public,dcla_culturalinstitutions,1
Non-public,Gen Theo Sem-Protestant Epis Ch U S,Non-public,nysed_activeinstitutions,1
Non-public,"Brooklyn Youth Chorus Academy, Inc.",Non-public,dcla_culturalinstitutions,1
Non-public,Notre Dame Catholic Academy of Ridgewood,Non-public,doe_universalprek,1
Non-public,Apex Art Curatorial Program,Non-public,nysed_activeinstitutions,1
Non-public,"Brooklyn Schoolhouse Daycare, Llc",Non-public,dohmh_daycare,1
Non-public,Garibaldi-Meucci Museum,Non-public,dcla_culturalinstitutions,1
Non-public,"Bricin Parking, Corp.",Non-public,dca_operatingbusinesses,2
Non-public,Ridgewood Older Adult Center & Services,Non-public,foodbankny_foodbanks,1
Non-public,Regent School,Non-public,doe_universalprek,1
Non-public,"Vision Towing, Inc.",Non-public,dca_operatingbusinesses,1
Non-public,Invictus Preparatory Charter School,Non-public,doe_lcgms,1
Non-public,The New York and Presbyterian Hospital,Non-public,nysdoh_healthfacilities,21
Non-public,Success Academy Charter School - Bronx 4 - New York 2,Non-public,doe_lcgms,1
Non-public,Queens Library-Ridgewood,Non-public,nysed_activeinstitutions,1
Non-public,Saint Mel Catholic Academy,Non-public,nysed_activeinstitutions,1
Non-public,"Film Forum, Inc.",Non-public,dcla_culturalinstitutions,1
Non-public,Jhs 275,Non-public,nysed_activeinstitutions,1
Non-public,Services For The Underserved  Inc.,Non-public,nysopwdd_providers,1
Non-public,"Art Start, Inc.",Non-public,dcla_culturalinstitutions,1
Non-public,Bronx Day Care Center Inc.,Non-public,doe_universalprek,1
Non-public,Convent Avenue Family Living,Non-public,nysed_activeinstitutions,1
Non-public,St. Mark's Place Institute for Mental Health,Non-public,nysomh_mentalhealth,1
Non-public,"National Institute Of Realtime Reporting, Inc. (The)",Non-public,nysed_activeinstitutions,1
Non-public,Pps Lafayette Corp,Non-public,dca_operatingbusinesses,1
Non-public,Jewish Institute Of Queens,Non-public,nysed_activeinstitutions,1
Non-public,Torsney Playground,Non-public,nysed_activeinstitutions,1
Non-public,Victor Garage Corp.,Non-public,dca_operatingbusinesses,1
Non-public,"Cmb Collision, Inc.",Non-public,dca_operatingbusinesses,2
Non-public,New York City Children's Center,Non-public,nysomh_mentalhealth,16
Non-public,Impressive Autotowing Inc,Non-public,dca_operatingbusinesses,1
Non-public,"Wisidagama, Don Anil S.",Non-public,dca_operatingbusinesses,1
Non-public,Adelphi Academy of Brooklyn,Non-public,doe_universalprek,1
Non-public,CCNS-BFFY @ Our Lady of Solace,Non-public,foodbankny_foodbanks,1
Non-public,"Where there is Need, Inc.",Non-public,dcla_culturalinstitutions,1
Non-public,Lenox Hill Hospital,Non-public,nysomh_mentalhealth,3
Non-public,Cambria School Of Excellence,Non-public,nysed_activeinstitutions,1
Non-public,Bnos Leah Seminary,Non-public,nysed_activeinstitutions,1
Non-public,The Grace Of God Ministries Church Inc,Non-public,foodbankny_foodbanks,1
Non-public,St. Jerome's Hands Community Center,Non-public,foodbankny_foodbanks,1
Non-public,Colors Kids Inc,Non-public,dohmh_daycare,1
Non-public,"George Walker Jr. Community Coalition, Inc.",Non-public,dcla_culturalinstitutions,1
Non-public,Tpec Corp.,Non-public,dca_operatingbusinesses,2
Non-public,Achievement First Aspire Charter School,Non-public,doe_lcgms,1
Non-public,Edenwald 2,Non-public,nysed_activeinstitutions,1
Non-public,It'S Our Time Automotive Inc,Non-public,dca_operatingbusinesses,1
Non-public,School Of Professional Horticulture,Non-public,nysed_activeinstitutions,1
Non-public,Butterfly,Non-public,doe_universalprek,1
Non-public,Hebrew Language Academy Charter School,Non-public,doe_lcgms,1
Non-public,Our Lady Of The Snows Catholic Academy,Non-public,nysed_activeinstitutions,1
Non-public,Flushing Hospital and Medical Center Inc,Non-public,nysdoh_healthfacilities,1
Non-public,"Prime Time Care, Inc.",Non-public,nysed_activeinstitutions,1
Non-public,The William Woodward Jr. Nursery School,Non-public,dohmh_daycare,1
Non-public,St. Ann'S Pre-School,Non-public,dohmh_daycare,1
